disaster_type,severity_score,affected_population,country,gdp_per_capita,infrastructure_density,casualties,economic_damage_million_usd
tornado,0.787,14557,India,2100,0.454,50,0.02
tornado,0.867,52308,Haiti,1400,0.528,150,0.08
landslide,0.212,87058,Haiti,1400,0.639,49,0.02
tsunami,0.482,58575,Australia,55000,0.503,54,2.27
wildfire,0.111,51441,Mexico,10000,0.464,56,0.09
volcano,0.264,14140,Australia,55000,0.622,6,0.1
wildfire,0.976,8027,Bangladesh,2500,0.342,30,0.01
flood,0.305,42184,Japan,40000,0.586,79,0.7
tsunami,0.651,35698,Bangladesh,2500,0.964,69,0.18
wildfire,0.07,27949,Japan,40000,0.946,4,0.05
landslide,0.556,38495,Mexico,10000,0.671,60,0.16
drought,0.412,7404,Australia,55000,0.683,1,0.47
tornado,0.011,21543,India,2100,0.359,4,0.0
earthquake,0.837,2693,Turkey,9600,0.373,19,0.01
flood,0.282,96036,Nigeria,2100,0.403,41,0.06
volcano,0.737,15727,Chile,15000,0.859,92,0.31
tornado,0.928,86651,Brazil,8700,0.484,217,0.93
tornado,0.344,22862,India,2100,0.203,28,0.02
tsunami,0.8,1726,China,12500,0.558,6,0.02
wildfire,0.322,115561,Philippines,3500,0.374,102,0.05
flood,0.503,9483,Nepal,1200,0.362,13,0.0
wildfire,0.754,74344,USA,63000,0.681,18,7.09
hurricane,0.977,6629,Nepal,1200,0.256,109,0.01
earthquake,0.626,3472,Pakistan,1500,0.233,20,0.0
flood,0.754,83357,Philippines,3500,0.171,308,0.19
earthquake,0.71,1721,Bangladesh,2500,0.612,34,0.0
landslide,0.218,19736,Nepal,1200,0.292,30,0.0
flood,0.489,117273,Nigeria,2100,0.238,190,0.44
tsunami,0.957,95567,Nepal,1200,0.996,1217,0.07
wildfire,0.339,132536,Chile,15000,0.781,176,0.8
landslide,0.78,12441,Mexico,10000,0.574,73,0.23
tornado,0.849,14723,Philippines,3500,0.648,32,0.06
wildfire,0.212,414,Haiti,1400,0.834,0,0.0
volcano,0.258,23022,Indonesia,4300,0.139,69,0.02
tornado,0.402,98729,Indonesia,4300,0.291,323,0.14
tornado,0.578,59536,Brazil,8700,0.223,347,0.14
landslide,0.634,20046,Indonesia,4300,0.175,65,0.04
flood,0.221,28782,Indonesia,4300,0.788,34,0.04
earthquake,0.96,34885,Brazil,8700,0.867,176,0.21
landslide,0.929,12225,Japan,40000,0.891,18,0.85
tsunami,0.838,69377,India,2100,0.998,50,0.15
wildfire,0.4,56588,Haiti,1400,0.1,84,0.02
tornado,0.601,9719,Pakistan,1500,0.996,35,0.01
volcano,0.866,27519,Chile,15000,0.413,143,0.27
landslide,0.065,25300,Japan,40000,0.489,9,0.06
hurricane,0.563,10278,Bangladesh,2500,0.286,18,0.02
earthquake,0.801,277,Indonesia,4300,0.97,0,0.0
flood,0.276,267043,Indonesia,4300,0.351,187,0.24
landslide,0.53,88032,Haiti,1400,0.596,195,0.07
tornado,0.305,29415,Turkey,9600,0.153,18,0.07
volcano,0.928,158932,Philippines,3500,0.545,1001,0.36
hurricane,0.793,63212,Bangladesh,2500,0.47,97,0.13
drought,0.335,67154,Mexico,10000,0.678,49,0.25
drought,0.863,86077,Bangladesh,2500,0.851,171,0.12
flood,0.34,5302,Turkey,9600,0.329,4,0.01
volcano,0.064,72092,India,2100,0.737,51,0.02
tsunami,0.939,60446,Nepal,1200,0.151,439,0.06
earthquake,0.931,92011,China,12500,0.846,257,0.91
wildfire,0.71,23655,Bangladesh,2500,0.277,48,0.01
landslide,0.505,25711,Brazil,8700,0.373,78,0.25
earthquake,0.669,112608,Philippines,3500,0.578,112,0.65
hurricane,0.782,157821,Haiti,1400,0.836,372,0.17
flood,0.561,173400,India,2100,0.317,275,0.09
flood,0.331,59539,Brazil,8700,0.212,114,0.04
tsunami,0.577,5034,Brazil,8700,0.465,25,0.01
landslide,0.109,56623,Haiti,1400,0.998,28,0.01
drought,0.677,371,USA,63000,0.106,0,0.01
flood,0.932,53873,Haiti,1400,0.948,276,0.06
drought,0.354,10319,Brazil,8700,0.766,8,0.03
earthquake,0.189,24368,Bangladesh,2500,0.844,11,0.01
flood,0.495,156050,Australia,55000,0.91,91,3.48
tsunami,0.697,13594,Australia,55000,0.413,11,0.84
volcano,0.672,36846,Brazil,8700,0.609,187,0.19
tsunami,0.363,7583,Pakistan,1500,0.604,19,0.0
drought,0.008,37878,India,2100,0.411,2,0.0
volcano,0.064,64516,Chile,15000,0.756,24,0.19
volcano,0.204,24947,Chile,15000,0.552,32,0.04
tsunami,0.745,10628,Haiti,1400,0.47,36,0.01
hurricane,0.77,6954,Australia,55000,0.792,5,0.28
volcano,0.034,6551,China,12500,0.779,0,0.0
drought,0.835,323,USA,63000,0.125,0,0.02
wildfire,0.746,45672,Chile,15000,0.974,76,0.42
wildfire,0.843,4200,Chile,15000,0.605,15,0.04
volcano,0.05,44812,Brazil,8700,0.797,22,0.04
volcano,0.689,48155,Australia,55000,0.93,57,3.11
tsunami,0.726,16893,China,12500,0.505,34,0.07
hurricane,0.454,63482,Chile,15000,0.706,169,0.61
landslide,0.755,94736,China,12500,0.82,296,0.87
volcano,0.232,84219,Pakistan,1500,0.632,53,0.03
hurricane,0.545,23222,India,2100,0.985,29,0.07
hurricane,0.547,40620,Chile,15000,0.699,174,0.38
drought,0.566,88868,Chile,15000,0.683,357,0.94
landslide,0.751,111705,Indonesia,4300,0.37,259,0.66
tsunami,0.879,42213,Australia,55000,0.513,119,0.64
earthquake,0.487,73110,India,2100,0.233,313,0.07
wildfire,0.622,621,China,12500,0.291,4,0.0
earthquake,0.827,42710,Australia,55000,0.281,85,1.25
drought,0.837,19306,Indonesia,4300,0.689,77,0.27
flood,0.245,17236,Mexico,10000,0.444,13,0.04
drought,0.366,21728,USA,63000,0.847,9,1.0
wildfire,0.471,114707,Australia,55000,0.971,160,4.46
volcano,0.575,41587,India,2100,0.173,88,0.09
wildfire,0.037,28345,Australia,55000,0.411,3,0.07
drought,0.493,37111,Brazil,8700,0.907,29,0.2
drought,0.91,25793,Nigeria,2100,0.703,116,0.12
hurricane,0.826,52816,Australia,55000,0.734,71,2.27
tornado,0.421,39734,Pakistan,1500,0.998,42,0.03
volcano,0.975,23542,Nigeria,2100,0.568,62,0.05
volcano,0.617,21304,USA,63000,0.334,23,0.73
landslide,0.208,55319,Chile,15000,0.313,52,0.19
flood,0.695,101420,India,2100,0.315,348,0.17
drought,0.716,7813,Chile,15000,0.539,32,0.06
landslide,0.228,108870,Turkey,9600,0.448,115,0.36
flood,0.142,182412,Philippines,3500,0.892,198,0.06
landslide,0.276,84347,Brazil,8700,0.544,105,0.17
tornado,0.482,3581,China,12500,0.508,3,0.02
landslide,0.181,73603,China,12500,0.264,113,0.16
tsunami,0.223,6695,USA,63000,0.481,1,0.11
hurricane,0.708,4104,China,12500,0.461,29,0.03
volcano,0.332,45888,Mexico,10000,0.713,34,0.34
volcano,0.034,3576,Indonesia,4300,0.254,1,0.0
tornado,0.255,29840,Turkey,9600,0.964,8,0.07
earthquake,0.486,149664,Haiti,1400,0.246,323,0.03
tsunami,0.667,54999,Nepal,1200,0.388,456,0.03
volcano,0.595,20099,Bangladesh,2500,0.723,74,0.02
volcano,0.446,14023,Haiti,1400,0.661,38,0.02
tsunami,0.239,53002,Turkey,9600,0.472,48,0.1
drought,0.959,111714,Haiti,1400,0.974,911,0.12
flood,0.23,52665,Brazil,8700,0.974,63,0.18
tsunami,0.0,55977,Brazil,8700,0.819,0,0.0
flood,0.023,65266,Australia,55000,0.354,3,0.06
flood,0.171,10622,Australia,55000,0.58,5,0.14
drought,0.56,22770,Bangladesh,2500,0.297,102,0.04
hurricane,0.313,48901,China,12500,0.766,39,0.28
drought,0.31,37362,China,12500,0.974,146,0.18
wildfire,0.278,12194,Indonesia,4300,0.925,18,0.01
hurricane,0.565,8119,Haiti,1400,0.682,16,0.01
tornado,0.283,57679,China,12500,0.783,20,0.12
drought,0.158,164079,India,2100,0.176,82,0.04
flood,0.621,63695,Haiti,1400,0.309,123,0.08
volcano,0.676,23170,Pakistan,1500,0.278,70,0.01
hurricane,0.344,26777,Japan,40000,0.158,41,0.12
hurricane,0.879,11135,Brazil,8700,0.649,74,0.11
tornado,0.3,54176,Pakistan,1500,0.601,19,0.01
landslide,0.679,26294,Mexico,10000,0.967,69,0.16
hurricane,0.372,8237,Bangladesh,2500,0.337,23,0.0
drought,0.083,49234,Nigeria,2100,0.974,7,0.01
earthquake,0.819,13562,Haiti,1400,0.273,71,0.02
tsunami,0.662,34854,Australia,55000,0.687,20,1.28
drought,0.169,84600,Nepal,1200,0.128,617,0.01
tornado,0.791,38068,Bangladesh,2500,0.173,110,0.05
tornado,0.35,40323,Indonesia,4300,0.854,13,0.08
tornado,0.726,97540,Bangladesh,2500,0.14,448,0.18
tsunami,0.892,45430,China,12500,0.368,352,0.23
tornado,0.568,198993,USA,63000,0.976,104,7.03
earthquake,0.633,20005,Pakistan,1500,0.361,124,0.03
landslide,0.051,29715,USA,63000,0.374,7,0.13
volcano,0.338,25597,China,12500,0.966,44,0.25
tsunami,0.777,28762,Brazil,8700,0.181,291,0.13
wildfire,0.97,44595,China,12500,0.955,167,0.79
hurricane,0.279,25263,Chile,15000,0.599,53,0.17
tsunami,0.622,14883,China,12500,0.883,22,0.05
earthquake,0.74,39905,Haiti,1400,0.89,99,0.06
hurricane,0.244,104706,Turkey,9600,0.944,144,0.49
volcano,0.741,2185,Australia,55000,0.553,0,0.14
tornado,0.277,3787,Indonesia,4300,0.876,2,0.0
earthquake,0.319,61403,Nigeria,2100,0.85,48,0.07
flood,0.5,80351,Australia,55000,0.172,87,0.77
tornado,0.349,46206,Indonesia,4300,0.642,78,0.1
hurricane,0.903,21901,Nigeria,2100,0.809,42,0.05
landslide,0.186,15422,Japan,40000,0.584,6,0.06
flood,0.069,93407,USA,63000,0.818,28,0.56
hurricane,0.797,36784,Haiti,1400,0.763,246,0.03
tornado,0.778,14981,Nigeria,2100,0.345,47,0.01
volcano,0.484,20959,Nigeria,2100,0.139,33,0.03
drought,0.31,10752,Nigeria,2100,0.945,12,0.01
flood,0.376,75636,Turkey,9600,0.315,119,0.76
tornado,0.449,23725,Mexico,10000,0.463,97,0.13
hurricane,0.555,27531,Nepal,1200,0.124,78,0.01
wildfire,0.573,4507,China,12500,0.988,3,0.08
volcano,0.464,36275,Brazil,8700,0.916,388,0.07
landslide,0.028,5488,Pakistan,1500,0.976,1,0.0
volcano,0.921,47725,Bangladesh,2500,0.959,654,0.26
wildfire,0.957,7953,Turkey,9600,0.947,52,0.15
wildfire,0.876,70717,USA,63000,0.996,93,4.16
hurricane,0.373,781,Japan,40000,0.892,0,0.02
flood,0.467,57089,Haiti,1400,0.813,36,0.04
volcano,0.893,105998,Indonesia,4300,0.347,1247,0.27
hurricane,0.66,16710,Haiti,1400,0.867,16,0.04
flood,0.927,93252,Chile,15000,0.191,265,1.33
tornado,0.456,14482,Indonesia,4300,0.466,30,0.05
drought,0.222,90345,Australia,55000,0.518,56,1.02
earthquake,0.513,61217,Brazil,8700,0.638,106,1.19
drought,0.776,15742,Chile,15000,0.123,33,0.11
drought,0.084,126525,Bangladesh,2500,0.504,86,0.03
landslide,0.641,48330,India,2100,0.755,157,0.15
earthquake,0.971,53768,Philippines,3500,0.984,148,0.28
flood,0.473,578,Mexico,10000,0.331,0,0.0
volcano,0.096,42468,Nepal,1200,0.904,15,0.01
tsunami,0.2,15461,Bangladesh,2500,0.665,13,0.01
earthquake,0.643,107115,Nepal,1200,0.986,210,0.19
hurricane,0.387,45053,Philippines,3500,0.961,19,0.28
drought,0.945,67408,India,2100,0.89,406,0.13
volcano,0.663,61015,Chile,15000,0.488,84,0.4
hurricane,0.448,24100,USA,63000,0.989,14,0.49
tsunami,0.871,26752,Australia,55000,0.782,47,0.96
hurricane,0.809,57408,Australia,55000,0.518,126,2.09
flood,0.066,14952,USA,63000,0.405,1,0.06
earthquake,0.817,51676,Haiti,1400,0.521,62,0.06
tornado,0.151,29391,India,2100,0.728,37,0.02
hurricane,0.594,16151,Bangladesh,2500,0.207,18,0.03
wildfire,0.191,55037,Haiti,1400,0.935,41,0.03
earthquake,0.894,18820,Philippines,3500,0.89,27,0.06
flood,0.158,57917,Haiti,1400,0.319,18,0.01
landslide,0.668,154416,Brazil,8700,0.913,424,0.86
volcano,0.456,42017,Pakistan,1500,0.36,64,0.03
volcano,0.873,1815,Haiti,1400,0.904,19,0.0
drought,0.671,3224,Philippines,3500,0.224,27,0.01
earthquake,0.423,69930,Philippines,3500,0.638,256,0.21
hurricane,0.407,979,Bangladesh,2500,0.465,3,0.0
volcano,0.152,90162,Australia,55000,0.952,8,0.56
tsunami,0.206,64246,Mexico,10000,0.112,43,0.07
tsunami,0.533,166996,Turkey,9600,0.814,478,1.04
flood,0.668,7241,Australia,55000,0.314,4,0.32
tsunami,0.025,10106,Brazil,8700,0.629,0,0.0
tsunami,0.758,63397,China,12500,0.487,456,0.35
tornado,0.848,116053,Nigeria,2100,0.626,672,0.26
earthquake,0.229,85560,Japan,40000,0.397,40,0.36
landslide,0.209,18765,Haiti,1400,0.54,17,0.01
drought,0.481,64326,Indonesia,4300,0.351,111,0.14
landslide,0.5,180224,Japan,40000,0.492,327,6.16
landslide,0.155,25145,Chile,15000,0.352,5,0.07
earthquake,0.438,38368,Brazil,8700,0.275,82,0.26
tornado,0.261,63890,Indonesia,4300,0.834,67,0.11
drought,0.167,138966,Haiti,1400,0.739,351,0.05
earthquake,0.752,75816,Pakistan,1500,0.792,136,0.17
flood,0.322,1960,Brazil,8700,0.722,0,0.0
wildfire,0.252,14168,USA,63000,0.552,5,0.12
tornado,0.378,29780,Haiti,1400,0.16,122,0.02
landslide,0.317,7042,Brazil,8700,0.655,3,0.02
wildfire,0.791,51919,India,2100,0.802,138,0.17
drought,0.969,7451,USA,63000,0.152,16,0.16
flood,0.905,34124,Bangladesh,2500,0.658,258,0.11
landslide,0.5,26990,India,2100,0.523,208,0.1
volcano,0.039,39212,India,2100,0.359,5,0.01
earthquake,0.885,19586,Philippines,3500,0.397,283,0.1
drought,0.382,92142,China,12500,0.762,188,0.33
wildfire,0.523,38391,India,2100,0.602,178,0.06
tsunami,0.231,75184,Turkey,9600,0.234,41,0.1
volcano,0.018,158,China,12500,0.261,0,0.0
drought,0.646,15284,India,2100,0.242,41,0.01
flood,0.534,8857,Japan,40000,0.825,9,0.4
earthquake,0.548,132684,Haiti,1400,0.471,170,0.06
hurricane,0.565,49080,USA,63000,0.158,32,0.94
hurricane,0.637,2370,Brazil,8700,0.562,8,0.01
tsunami,0.952,118609,China,12500,0.547,406,1.12
wildfire,0.069,23149,Mexico,10000,0.668,4,0.02
volcano,0.14,67489,Turkey,9600,0.3,56,0.29
landslide,0.339,2895,Nigeria,2100,0.816,2,0.0
earthquake,0.483,16924,Philippines,3500,0.804,54,0.04
hurricane,0.277,49526,Indonesia,4300,0.323,97,0.05
earthquake,0.503,32260,Nigeria,2100,0.135,190,0.02
flood,0.158,84148,China,12500,0.552,112,0.23
drought,0.109,21969,Indonesia,4300,0.202,36,0.02
wildfire,0.888,65516,Nigeria,2100,0.272,616,0.11
volcano,0.489,3135,India,2100,0.915,6,0.0
flood,0.81,65835,Haiti,1400,0.827,510,0.08
volcano,0.868,88162,Bangladesh,2500,0.44,381,0.21
landslide,0.369,101314,Turkey,9600,0.693,452,0.2
hurricane,0.483,83684,Philippines,3500,0.355,954,0.17
wildfire,0.501,3615,Nigeria,2100,0.812,13,0.01
drought,0.124,6095,Nigeria,2100,0.555,3,0.0
flood,0.407,17446,Bangladesh,2500,0.206,58,0.01
volcano,0.235,35139,Haiti,1400,0.185,32,0.01
flood,0.941,39333,Australia,55000,0.13,122,1.93
volcano,0.879,32406,Haiti,1400,0.788,60,0.03
earthquake,0.836,20320,Mexico,10000,0.841,133,0.15
tornado,0.191,14106,Turkey,9600,0.143,7,0.02
earthquake,0.565,119571,Japan,40000,0.169,178,1.51
earthquake,0.137,48052,Nigeria,2100,0.957,13,0.01
tornado,0.777,15594,Philippines,3500,0.185,70,0.03
landslide,0.564,50338,Indonesia,4300,0.554,185,0.06
landslide,0.331,33734,Nepal,1200,0.765,44,0.02
hurricane,0.683,98635,Turkey,9600,0.825,396,0.69
earthquake,0.884,40225,China,12500,0.446,176,0.4
landslide,0.292,11200,Indonesia,4300,0.345,6,0.01
wildfire,0.343,3037,Nepal,1200,0.166,8,0.0
wildfire,0.85,111230,Mexico,10000,0.983,439,2.54
wildfire,0.652,168263,Indonesia,4300,0.796,690,0.8
earthquake,0.192,24051,Australia,55000,0.604,12,0.44
wildfire,0.667,14079,Nepal,1200,0.183,49,0.01
hurricane,0.997,36775,Nigeria,2100,0.371,507,0.08
wildfire,0.569,117745,Nigeria,2100,0.819,258,0.24
hurricane,0.304,35589,Philippines,3500,0.752,16,0.04
landslide,0.835,121793,China,12500,0.451,243,0.95
tornado,0.806,24753,Haiti,1400,0.546,31,0.03
wildfire,0.902,165111,Haiti,1400,0.821,689,0.32
earthquake,0.884,26357,Turkey,9600,0.147,168,0.22
volcano,0.432,64649,Nepal,1200,0.987,87,0.09
tsunami,0.367,20555,China,12500,0.484,53,0.07
wildfire,0.927,12571,Indonesia,4300,0.445,140,0.08
tsunami,0.558,66815,Nigeria,2100,0.809,159,0.09
volcano,0.768,26719,Turkey,9600,0.87,92,0.16
wildfire,0.379,11081,USA,63000,0.435,3,0.16
tornado,0.82,24655,Australia,55000,0.746,10,1.56
tornado,0.924,79154,Chile,15000,0.844,497,1.3
earthquake,0.401,4930,Nigeria,2100,0.627,11,0.0
flood,0.45,21153,Nepal,1200,0.233,109,0.0
earthquake,0.687,69612,Nigeria,2100,0.989,62,0.21
drought,0.587,74082,Mexico,10000,0.923,269,0.35
landslide,0.325,63187,India,2100,0.859,76,0.05
earthquake,0.07,7626,Nepal,1200,0.673,3,0.0
wildfire,0.592,45859,Turkey,9600,0.985,106,0.29
tsunami,0.853,52161,Turkey,9600,0.683,182,0.36
tsunami,0.149,1786,Nigeria,2100,0.489,0,0.0
landslide,0.159,23168,Nigeria,2100,0.611,13,0.01
tsunami,0.23,87562,Brazil,8700,0.874,154,0.16
tsunami,0.997,47914,Turkey,9600,0.897,429,0.47
drought,0.394,36263,Nepal,1200,0.492,86,0.04
tsunami,0.65,42351,China,12500,0.882,51,0.29
volcano,0.98,3743,Brazil,8700,0.42,23,0.03
volcano,0.895,84713,Australia,55000,0.46,250,2.4
hurricane,0.222,86857,Brazil,8700,0.583,185,0.15
volcano,0.497,182986,Haiti,1400,0.737,656,0.09
hurricane,0.749,16045,Mexico,10000,0.109,147,0.06
drought,0.831,63723,Nigeria,2100,0.344,289,0.08
hurricane,0.127,10663,Japan,40000,0.317,1,0.02
earthquake,0.143,69218,Japan,40000,0.848,27,0.62
wildfire,0.215,12654,Nigeria,2100,0.584,14,0.0
tornado,0.555,10613,Australia,55000,0.675,55,0.17
drought,0.359,45463,Philippines,3500,0.51,40,0.02
tornado,0.467,33170,Mexico,10000,0.497,16,0.19
earthquake,0.415,7904,Mexico,10000,0.751,8,0.04
tsunami,0.72,50029,Turkey,9600,0.719,167,0.65
tsunami,0.253,36405,Philippines,3500,0.774,61,0.03
tornado,0.703,30244,Haiti,1400,0.191,98,0.05
hurricane,0.551,61040,Nigeria,2100,0.376,41,0.08
wildfire,0.852,43291,Pakistan,1500,0.359,183,0.03
drought,0.334,117249,Indonesia,4300,0.758,45,0.18
hurricane,0.971,31654,India,2100,0.439,252,0.08
volcano,0.857,28046,Australia,55000,0.148,69,0.43
drought,0.337,73771,Australia,55000,0.451,39,1.64
volcano,0.699,34482,India,2100,0.589,176,0.05
hurricane,0.313,80754,Bangladesh,2500,0.798,379,0.22
tornado,0.219,173311,Japan,40000,0.402,164,1.58
volcano,0.726,104576,Indonesia,4300,0.504,139,0.37
tornado,0.627,5775,USA,63000,0.504,2,0.15
wildfire,0.741,24447,USA,63000,0.214,28,1.03
drought,0.882,10104,Nepal,1200,0.302,51,0.0
drought,0.602,49834,Nigeria,2100,0.937,430,0.21
landslide,0.602,6027,Brazil,8700,0.291,17,0.03
tsunami,0.321,43735,Brazil,8700,0.206,31,0.11
flood,0.319,105964,Chile,15000,0.732,70,0.31
hurricane,0.177,59841,Australia,55000,0.251,40,0.32
drought,0.229,138524,Chile,15000,0.176,253,0.27
hurricane,0.399,95111,Pakistan,1500,0.351,196,0.07
volcano,0.313,38030,Australia,55000,0.464,13,0.66
volcano,0.898,56769,Philippines,3500,0.68,233,0.17
tsunami,0.757,57033,Japan,40000,0.897,86,1.12
wildfire,0.627,3781,Pakistan,1500,0.759,14,0.01
tsunami,0.231,16656,USA,63000,0.132,5,0.2
tsunami,0.339,21205,Haiti,1400,0.995,22,0.01
volcano,0.554,9830,Nepal,1200,0.267,94,0.01
tornado,0.922,42339,Indonesia,4300,0.764,86,0.13
earthquake,0.493,40774,India,2100,0.959,96,0.12
tsunami,0.902,157952,Brazil,8700,0.155,299,0.52
landslide,0.09,90599,Australia,55000,0.907,5,0.98
landslide,0.289,2786,Japan,40000,0.242,1,0.02
drought,0.691,19703,Australia,55000,0.988,5,2.5
wildfire,0.142,96442,Pakistan,1500,0.806,56,0.01
wildfire,0.654,56033,Australia,55000,0.566,23,1.03
drought,0.846,98168,Bangladesh,2500,0.528,834,0.16
volcano,0.628,4427,Australia,55000,0.89,2,0.12
flood,0.042,44328,Japan,40000,0.338,6,0.18
tornado,0.575,19000,India,2100,0.898,73,0.04
tsunami,0.115,83446,Australia,55000,0.616,17,0.58
tsunami,0.238,10734,Brazil,8700,0.237,3,0.01
tornado,0.754,16737,Australia,55000,0.87,17,2.14
hurricane,0.811,56141,Philippines,3500,0.824,583,0.15
drought,0.317,72287,Haiti,1400,0.735,89,0.03
flood,0.708,195473,Haiti,1400,0.997,544,0.16
tsunami,0.365,27726,Bangladesh,2500,0.778,40,0.06
tornado,0.503,6243,Indonesia,4300,0.747,12,0.02
hurricane,0.001,104839,India,2100,0.337,0,0.0
drought,0.804,30817,Brazil,8700,0.131,301,0.18
drought,0.206,58385,Nigeria,2100,0.601,33,0.01
hurricane,0.827,43500,Brazil,8700,0.415,138,0.28
hurricane,0.749,56284,Japan,40000,0.416,197,0.65
tornado,0.782,32395,Brazil,8700,0.264,82,0.12
tsunami,0.463,4964,Bangladesh,2500,0.998,11,0.02
wildfire,0.604,29954,Philippines,3500,0.553,78,0.05
volcano,0.283,21157,Indonesia,4300,0.363,23,0.02
hurricane,0.169,41992,Mexico,10000,0.827,16,0.18
landslide,0.784,67210,China,12500,0.677,238,0.96
flood,0.907,61769,Chile,15000,0.238,271,0.54
tsunami,0.42,6139,Haiti,1400,0.918,32,0.0
volcano,0.678,19073,Nigeria,2100,0.911,98,0.02
earthquake,0.848,12025,Japan,40000,0.792,24,1.4
wildfire,0.362,39468,Pakistan,1500,0.232,33,0.01
volcano,0.29,16358,China,12500,0.783,8,0.05
flood,0.425,30805,Philippines,3500,0.566,49,0.02
volcano,0.413,198,Brazil,8700,0.225,0,0.0
volcano,0.376,5988,Bangladesh,2500,0.334,35,0.0
earthquake,0.975,101194,Philippines,3500,0.286,205,0.42
wildfire,0.731,66766,Indonesia,4300,0.21,616,0.09
earthquake,0.571,30637,Indonesia,4300,0.911,33,0.2
flood,0.331,59902,USA,63000,0.478,15,0.31
wildfire,0.099,6879,Pakistan,1500,0.635,2,0.0
earthquake,0.872,31428,China,12500,0.526,160,0.68
hurricane,0.617,99522,Chile,15000,0.416,225,0.95
volcano,0.434,19466,Philippines,3500,0.539,33,0.02
landslide,0.2,39657,Australia,55000,0.784,11,1.0
landslide,0.588,16935,Philippines,3500,0.425,45,0.05
flood,0.656,109245,Bangladesh,2500,0.233,1015,0.1
hurricane,0.576,16834,Turkey,9600,0.856,4,0.05
tornado,0.603,208,Bangladesh,2500,0.772,0,0.0
drought,0.123,5823,USA,63000,0.182,2,0.02
flood,0.393,47476,India,2100,0.121,261,0.02
flood,0.094,30841,Japan,40000,0.221,20,0.04
landslide,0.45,16648,Australia,55000,0.466,11,1.11
flood,0.035,50903,Nigeria,2100,0.894,3,0.01
tornado,0.101,56959,Turkey,9600,0.738,27,0.12
earthquake,0.353,28019,Brazil,8700,0.275,44,0.07
hurricane,0.018,884,Nigeria,2100,0.618,0,0.0
tsunami,0.103,5220,Mexico,10000,0.361,4,0.01
earthquake,0.877,2717,Chile,15000,0.135,13,0.03
wildfire,0.525,16478,Philippines,3500,0.62,36,0.04
hurricane,0.015,188391,Pakistan,1500,0.629,18,0.0
tsunami,0.341,59112,Bangladesh,2500,0.911,117,0.08
drought,0.128,62462,Nepal,1200,0.991,14,0.02
wildfire,0.795,19214,Nigeria,2100,0.249,167,0.01
tornado,0.728,6580,Mexico,10000,0.308,11,0.06
wildfire,0.65,70366,Turkey,9600,0.169,648,0.25
tsunami,0.325,173083,Philippines,3500,0.46,335,0.23
landslide,0.925,3753,Indonesia,4300,0.429,27,0.01
flood,0.615,4607,Indonesia,4300,0.533,12,0.01
landslide,0.51,1169,Pakistan,1500,0.119,4,0.0
tornado,0.827,56906,China,12500,0.615,259,0.4
tsunami,0.713,43455,Nigeria,2100,0.807,135,0.06
drought,0.897,16872,Turkey,9600,0.584,85,0.19
wildfire,0.831,125730,Australia,55000,0.221,436,4.14
hurricane,0.483,28511,Australia,55000,0.402,15,0.87
hurricane,0.09,37920,Brazil,8700,0.743,21,0.03
volcano,0.072,48602,USA,63000,0.568,3,0.48
volcano,0.581,197423,Australia,55000,0.163,225,3.16
tsunami,0.616,80374,Pakistan,1500,0.315,123,0.11
hurricane,0.505,40789,Japan,40000,0.846,26,0.48
wildfire,0.375,4025,India,2100,0.781,9,0.0
wildfire,0.181,102637,Japan,40000,0.639,16,1.32
drought,0.549,66258,Australia,55000,0.853,57,1.5
tornado,0.323,12177,Bangladesh,2500,0.208,37,0.0
landslide,0.005,23881,Pakistan,1500,0.203,0,0.0
earthquake,0.783,39489,China,12500,0.936,194,0.84
tornado,0.18,37877,Mexico,10000,0.832,12,0.12
landslide,0.772,27295,Japan,40000,0.774,18,1.26
tsunami,0.359,24419,Indonesia,4300,0.267,49,0.02
tornado,0.065,20798,Chile,15000,0.207,9,0.02
drought,0.913,60985,India,2100,0.491,581,0.12
drought,0.548,110009,Turkey,9600,0.181,590,0.67
wildfire,0.741,198913,Haiti,1400,0.915,1302,0.26
volcano,0.051,792,Turkey,9600,0.268,0,0.0
earthquake,0.511,6664,Nigeria,2100,0.602,15,0.01
volcano,0.527,258861,Haiti,1400,0.845,628,0.56
earthquake,0.035,24935,Mexico,10000,0.552,12,0.01
tsunami,0.698,41629,Philippines,3500,0.647,404,0.05
volcano,0.845,48137,Japan,40000,0.757,159,1.32
drought,0.878,72498,Nepal,1200,0.573,367,0.04
tsunami,0.136,73210,Mexico,10000,0.63,49,0.15
