disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,66.37,32.1,344.6,hilly,1757.3,0.602,5,93.95
flood,75.15,32.6,286.3,mountainous,135.8,0.666,28,109.48
wildfire,1.29,14.2,239.5,urban,234.6,0.5,9,1.57
wildfire,25.88,18.5,333.6,hilly,2770.2,0.434,6,25.88
flood,19.14,37.9,356.5,mountainous,1656.6,0.551,28,32.31
flood,36.68,15.7,54.7,mountainous,1034.5,0.145,9,49.03
flood,48.85,47.7,215.8,forested,226.8,0.939,17,148.98
flood,19.34,19.1,130.7,mountainous,952.9,0.595,19,31.71
flood,12.47,8.5,329.3,hilly,900.8,0.167,20,17.68
wildfire,39.44,47.8,207.6,coastal,2590.2,0.507,17,43.3
flood,11.36,45.4,202.7,flat,1787.3,0.566,25,26.79
wildfire,61.39,24.5,195.7,urban,2867.5,0.978,1,61.39
wildfire,27.71,47.1,234.0,mountainous,1169.9,0.349,22,43.77
wildfire,6.34,18.1,115.9,flat,2220.2,0.791,13,7.78
wildfire,59.62,7.7,355.9,urban,2662.4,0.611,1,59.62
wildfire,91.53,52.4,68.5,urban,381.3,0.039,4,143.59
wildfire,10.98,41.1,67.2,forested,2835.8,0.375,23,15.55
wildfire,152.27,32.0,269.3,flat,1605.9,0.824,5,274.5
wildfire,210.82,35.2,176.2,coastal,1145.0,0.754,1,388.74
flood,52.03,26.9,112.3,hilly,1370.7,0.051,3,92.24
flood,159.8,30.3,83.1,hilly,167.7,0.827,1,362.55
wildfire,21.17,33.1,95.4,urban,460.8,0.83,20,40.17
flood,3.87,14.6,27.4,coastal,565.8,0.832,24,6.48
wildfire,14.71,46.4,208.3,forested,1433.6,0.716,11,34.34
flood,36.93,59.7,243.6,hilly,200.1,0.787,2,98.88
wildfire,180.12,23.4,100.3,mountainous,1780.1,0.255,13,180.12
wildfire,48.46,46.5,104.1,coastal,2559.3,0.985,3,87.19
wildfire,28.46,20.4,213.6,hilly,2381.2,0.493,2,33.35
wildfire,35.43,18.4,171.5,forested,1814.3,0.38,22,42.12
flood,33.05,35.5,41.6,forested,545.4,0.903,21,101.13
wildfire,62.08,44.4,184.0,mountainous,242.5,0.014,27,70.45
flood,5.74,10.2,17.6,mountainous,448.7,0.311,15,9.39
flood,69.79,25.1,257.5,coastal,1511.4,0.269,17,96.62
flood,54.62,55.0,125.7,hilly,2179.8,0.069,14,102.85
wildfire,39.68,47.8,196.6,mountainous,2668.2,0.706,29,46.16
flood,23.35,36.2,343.3,forested,474.0,0.119,26,69.77
flood,48.31,22.7,203.4,coastal,1807.4,0.379,10,82.88
flood,25.98,15.4,58.0,urban,2363.1,0.234,16,36.38
flood,111.76,14.1,130.2,urban,799.3,0.073,16,189.46
wildfire,7.11,61.8,174.1,flat,2068.6,0.626,13,16.55
flood,160.75,36.1,351.7,flat,1638.3,0.771,19,436.84
flood,46.72,38.2,359.0,hilly,947.0,0.83,27,94.71
flood,101.26,36.4,200.9,mountainous,2605.7,0.583,14,123.79
wildfire,2.23,26.2,240.1,forested,2614.4,0.378,28,2.35
flood,1.25,25.5,341.4,mountainous,2834.8,0.665,16,1.49
wildfire,12.87,24.9,256.0,urban,2833.2,0.295,3,12.87
wildfire,60.4,3.3,39.8,hilly,1666.7,0.482,13,60.4
wildfire,20.8,42.7,155.6,hilly,819.8,0.406,4,27.57
wildfire,32.48,13.7,230.3,urban,1894.8,0.617,16,32.48
wildfire,12.63,21.2,77.1,flat,578.4,0.971,16,29.04
wildfire,23.93,38.0,229.4,urban,2900.0,0.105,27,23.93
flood,96.78,36.2,228.5,flat,2334.1,0.805,29,166.18
wildfire,30.49,59.2,216.0,forested,2895.2,0.937,17,67.5
flood,28.83,28.1,62.8,forested,1295.5,0.489,5,60.82
wildfire,30.48,38.8,281.6,urban,1689.6,0.524,25,45.05
flood,221.54,37.6,228.6,hilly,1303.6,0.937,22,415.01
flood,6.76,25.6,48.6,coastal,2817.2,0.488,21,8.82
flood,116.58,20.7,222.0,hilly,460.5,0.037,21,208.9
wildfire,200.42,26.5,8.2,hilly,2334.0,0.522,17,200.42
wildfire,56.58,5.8,301.9,flat,1795.7,0.508,19,56.58
flood,47.81,34.3,223.7,hilly,1393.9,0.799,8,91.65
wildfire,101.16,36.3,73.9,mountainous,195.1,0.548,15,161.19
wildfire,8.9,36.0,266.8,forested,1810.2,0.194,10,10.47
flood,39.71,0.0,245.8,flat,428.8,0.433,26,41.22
flood,1.55,33.7,308.6,forested,969.4,0.665,2,3.68
wildfire,8.53,25.6,263.8,forested,2904.1,0.455,4,8.53
flood,122.6,12.5,151.0,hilly,80.5,0.697,18,234.27
flood,37.74,22.6,129.9,hilly,2281.2,0.548,12,52.64
flood,88.79,31.3,94.5,forested,681.5,0.784,21,220.65
wildfire,36.8,34.0,186.9,coastal,1624.9,0.634,3,60.37
wildfire,2.09,15.2,317.7,mountainous,2932.1,0.222,4,2.09
wildfire,16.0,45.9,344.8,flat,1004.0,0.922,2,41.51
wildfire,13.34,9.5,17.2,urban,2849.2,0.475,8,13.34
wildfire,32.04,20.1,120.5,forested,1108.9,0.088,2,41.52
flood,67.43,41.2,165.4,coastal,2557.3,0.402,20,125.9
wildfire,13.44,29.0,334.9,coastal,693.8,0.848,5,33.83
wildfire,97.32,28.8,101.2,flat,1252.3,0.921,10,188.32
flood,11.35,18.7,128.1,hilly,2157.9,0.549,18,16.4
wildfire,102.03,11.3,269.9,flat,1765.9,0.085,29,102.03
wildfire,1.67,12.0,40.7,flat,2477.1,0.034,25,1.67
wildfire,69.5,27.5,219.8,forested,2671.3,0.597,20,87.39
flood,51.96,36.6,356.1,hilly,219.2,0.228,21,85.07
wildfire,2.14,0.0,108.8,mountainous,2835.9,0.928,27,2.14
flood,36.79,27.1,256.6,mountainous,151.8,0.184,18,65.67
flood,32.47,39.5,163.8,flat,978.2,0.586,8,67.24
wildfire,2.41,0.0,169.5,coastal,1158.8,0.573,10,2.41
flood,22.41,0.0,197.2,forested,1064.0,0.832,28,22.46
flood,17.82,16.2,263.5,forested,1279.5,0.828,29,35.95
flood,27.29,25.1,359.3,flat,315.7,0.718,27,37.5
wildfire,24.25,27.1,36.7,flat,1873.2,0.462,3,26.92
wildfire,75.59,19.5,30.6,flat,138.6,0.764,19,123.27
flood,2.6,38.9,137.8,mountainous,1583.0,0.323,20,5.26
flood,45.95,21.9,38.2,hilly,2765.2,0.978,6,69.12
flood,96.54,41.0,107.2,mountainous,1855.5,0.13,20,217.99
flood,6.16,1.8,115.1,flat,1717.0,0.458,14,8.31
wildfire,15.25,35.1,14.0,urban,808.8,0.852,8,31.59
wildfire,108.79,53.7,103.5,urban,1017.1,0.416,29,169.89
wildfire,92.08,14.7,158.7,urban,701.9,0.827,21,116.42
wildfire,31.04,0.2,184.8,hilly,265.5,0.384,20,36.35
flood,50.97,31.5,139.4,coastal,627.4,0.105,3,98.29
wildfire,151.51,28.3,211.6,flat,2950.3,0.226,22,151.51
flood,18.07,18.8,247.7,mountainous,1482.1,0.37,11,20.34
flood,55.95,9.4,180.9,mountainous,1329.9,0.207,21,93.59
flood,19.59,25.1,140.8,urban,2457.4,0.74,11,27.5
wildfire,34.58,35.7,313.0,hilly,1158.5,0.733,7,60.31
flood,64.96,19.8,209.0,flat,1725.6,0.454,27,75.38
flood,20.04,0.0,88.6,hilly,2909.5,0.948,9,21.6
flood,64.93,37.1,98.0,flat,2566.1,0.444,4,135.34
wildfire,55.91,45.9,77.3,mountainous,549.3,0.041,11,85.58
wildfire,129.99,36.2,344.2,flat,2728.5,0.901,28,138.13
flood,2.05,18.0,55.5,hilly,2177.3,0.509,9,2.85
flood,76.15,10.9,282.0,flat,1365.0,0.379,20,82.0
wildfire,85.2,42.1,90.7,forested,1900.5,0.473,24,145.71
flood,26.23,48.7,318.8,mountainous,1064.8,0.245,8,41.45
wildfire,95.56,29.2,295.7,forested,2077.3,0.783,12,126.32
flood,49.18,17.2,31.8,flat,1529.4,0.244,17,84.07
wildfire,5.53,39.2,27.6,urban,2281.4,0.664,1,5.53
wildfire,48.07,33.7,296.2,coastal,78.9,0.231,3,87.31
wildfire,114.86,17.5,129.0,coastal,1338.8,0.171,9,114.86
flood,2.14,39.9,84.8,coastal,2280.3,0.407,19,4.22
wildfire,50.01,20.0,200.4,hilly,1928.3,0.463,27,58.69
flood,118.2,28.7,41.3,flat,45.5,0.838,29,310.26
flood,128.28,30.8,307.6,forested,1662.2,0.798,1,329.92
flood,102.88,39.9,25.6,coastal,2571.2,0.433,8,229.36
wildfire,155.31,24.6,150.4,coastal,863.4,0.904,6,333.47
wildfire,40.81,34.7,28.7,hilly,1076.4,0.964,12,49.43
flood,3.11,52.9,93.3,forested,2891.3,0.545,23,6.86
wildfire,145.0,22.5,232.2,urban,953.6,0.814,25,236.84
flood,51.37,16.8,10.0,urban,1125.5,0.634,2,78.27
flood,87.12,34.6,13.7,mountainous,1503.0,0.264,7,108.19
wildfire,103.63,4.0,29.2,coastal,1198.5,0.866,21,112.41
wildfire,30.82,13.7,240.9,coastal,601.3,0.671,2,48.45
flood,5.96,22.8,197.9,urban,606.0,0.245,5,8.1
wildfire,19.01,9.6,51.5,hilly,11.7,0.26,17,34.89
flood,30.36,21.9,52.1,mountainous,1722.7,0.247,26,34.35
flood,14.55,33.1,262.7,forested,2748.5,0.203,27,25.64
flood,89.93,16.3,302.8,coastal,1731.9,0.016,13,174.3
flood,8.8,14.1,350.6,forested,765.8,0.9,19,13.67
wildfire,20.25,9.4,191.0,mountainous,2117.2,0.331,25,20.25
flood,4.67,2.5,292.0,flat,1001.4,0.881,15,6.07
flood,56.37,43.3,117.9,flat,1351.0,0.515,13,107.53
wildfire,17.95,52.3,79.1,urban,1728.5,0.947,2,25.53
wildfire,5.59,0.0,34.9,forested,2404.5,0.66,18,5.59
wildfire,28.63,22.3,249.3,flat,545.7,0.557,6,36.22
flood,8.18,16.4,337.1,forested,2096.3,0.126,19,15.45
flood,27.36,15.1,53.9,hilly,2571.1,0.607,22,37.74
flood,70.91,45.8,42.4,urban,1278.3,0.495,9,133.3
flood,91.4,58.9,297.4,mountainous,2894.3,0.013,11,177.35
wildfire,83.19,7.2,33.2,hilly,1315.1,0.408,4,83.19
wildfire,80.56,56.0,227.8,coastal,383.7,0.059,28,124.16
flood,2.03,12.0,233.1,urban,2684.7,0.4,9,2.29
flood,11.4,0.0,87.5,flat,2130.7,0.842,5,12.88
wildfire,169.85,24.2,306.7,coastal,2635.8,0.029,12,169.85
flood,4.31,0.0,348.9,coastal,2166.6,0.464,4,5.02
flood,30.42,31.5,246.8,flat,1153.3,0.756,6,62.65
flood,91.67,31.8,80.2,urban,1005.4,0.859,23,157.24
flood,49.25,29.4,340.3,flat,419.5,0.946,2,129.03
flood,76.12,37.8,45.4,mountainous,1966.6,0.478,20,139.66
wildfire,7.07,5.3,81.0,mountainous,589.8,0.838,4,8.21
flood,19.49,23.7,156.3,mountainous,2953.1,0.448,8,23.12
wildfire,194.24,40.9,321.2,urban,1530.4,0.416,21,299.25
flood,78.81,33.5,189.1,forested,14.0,0.17,7,224.22
flood,5.51,11.6,328.3,urban,2625.3,0.413,11,5.63
wildfire,40.38,0.0,240.9,mountainous,1488.4,0.784,23,57.31
wildfire,132.58,9.7,185.2,urban,1099.0,0.124,23,132.58
flood,74.71,41.5,29.8,flat,616.1,0.237,13,163.72
flood,3.7,23.2,78.9,forested,221.4,0.193,7,8.74
flood,26.66,0.0,167.7,coastal,2557.5,0.519,16,26.66
flood,7.7,30.6,290.3,coastal,1542.6,0.651,10,15.45
wildfire,32.09,13.8,67.5,hilly,1103.0,0.442,2,38.17
wildfire,67.68,18.4,88.9,flat,2896.8,0.931,24,67.68
wildfire,102.91,15.0,62.0,urban,1818.8,0.594,25,102.91
wildfire,161.18,29.2,203.2,coastal,1568.0,0.142,23,169.71
wildfire,101.16,15.2,103.0,urban,1303.6,0.827,27,123.35
wildfire,10.11,17.8,131.8,coastal,2704.5,0.709,9,10.11
wildfire,130.65,48.5,137.3,hilly,1420.1,0.734,29,177.39
flood,94.8,9.4,328.6,flat,2464.8,0.354,17,141.39
wildfire,30.45,46.2,163.5,hilly,2445.7,0.129,6,30.45
wildfire,79.88,34.2,246.2,coastal,1220.3,0.822,3,92.46
wildfire,5.45,19.2,74.7,mountainous,1567.2,0.423,17,6.33
flood,26.36,45.3,33.5,forested,273.2,0.84,19,94.17
flood,133.06,34.1,49.1,mountainous,115.5,0.484,6,245.96
wildfire,36.08,13.6,38.9,mountainous,368.7,0.468,19,57.5
flood,4.04,30.8,90.0,hilly,314.0,0.051,6,5.14
wildfire,26.02,33.5,343.2,coastal,1122.4,0.471,10,43.34
flood,2.8,10.4,121.7,hilly,2568.4,0.795,27,2.83
wildfire,30.07,42.8,325.1,coastal,2386.1,0.565,23,50.19
wildfire,32.59,18.9,285.2,urban,1797.8,0.248,7,32.59
flood,33.99,27.7,286.6,forested,1736.9,0.931,13,68.57
wildfire,6.57,18.3,49.8,flat,174.1,0.797,3,14.07
flood,23.93,11.7,292.6,mountainous,219.1,0.841,28,40.97
wildfire,241.52,14.6,22.6,flat,2458.5,0.24,14,244.94
flood,27.09,9.8,254.8,coastal,2759.4,0.209,14,27.09
wildfire,59.15,21.0,249.7,hilly,518.8,0.648,28,73.23
flood,1.07,31.0,167.7,coastal,2009.4,0.952,6,1.54
wildfire,18.99,10.0,211.2,flat,1684.1,0.174,23,18.99
flood,6.61,33.4,135.4,mountainous,1749.4,0.484,14,9.28
wildfire,11.51,14.4,351.4,flat,2399.6,0.284,12,11.51
flood,30.44,13.1,164.5,mountainous,2952.6,0.672,15,38.74
flood,85.94,20.0,116.3,coastal,328.6,0.347,7,171.31
wildfire,15.92,0.9,326.1,coastal,33.8,0.788,15,22.58
flood,53.17,46.9,33.9,flat,53.0,0.33,15,153.1
flood,116.03,21.2,295.7,urban,2986.4,0.347,25,141.77
flood,126.17,18.4,204.7,hilly,2833.8,0.393,5,195.47
wildfire,134.4,16.1,72.2,hilly,2637.6,0.284,17,134.4
flood,9.6,52.0,220.7,hilly,2590.4,0.486,26,14.91
wildfire,51.38,18.2,182.0,mountainous,1444.4,0.478,11,51.38
wildfire,105.52,12.8,131.7,mountainous,412.4,0.431,18,136.04
wildfire,1.1,42.6,273.7,forested,778.8,0.956,26,2.41
wildfire,49.59,36.0,243.1,mountainous,1510.3,0.352,3,76.55
flood,8.57,28.1,334.5,mountainous,356.2,0.428,21,14.2
wildfire,1.18,40.0,336.4,hilly,1351.5,0.235,16,1.9
wildfire,31.3,28.0,105.5,hilly,2179.4,0.725,3,46.21
wildfire,45.04,25.7,265.5,mountainous,458.9,0.357,13,71.67
flood,95.68,44.7,264.5,hilly,2606.7,0.788,17,252.56
wildfire,67.87,23.1,95.3,flat,2660.4,0.493,27,73.54
flood,13.46,42.2,331.8,flat,2148.2,0.901,21,28.88
flood,204.86,15.0,1.0,forested,177.6,0.165,23,387.11
flood,66.98,59.8,191.6,forested,2229.7,0.029,12,183.32
wildfire,58.3,16.9,344.1,forested,517.6,0.252,14,97.25
wildfire,7.21,57.2,237.7,flat,2205.1,0.4,19,15.11
flood,86.15,25.1,238.9,mountainous,385.8,0.724,10,180.23
wildfire,9.59,3.3,283.8,forested,502.1,0.45,26,10.34
flood,1.26,28.8,81.3,hilly,677.4,0.648,10,2.31
flood,49.95,8.9,334.8,urban,1124.7,0.156,22,63.44
wildfire,23.44,28.5,354.1,coastal,2607.9,0.892,7,31.02
flood,19.4,16.2,43.5,mountainous,2483.2,0.1,25,25.55
flood,52.73,18.0,30.4,mountainous,1367.4,0.925,17,70.97
wildfire,17.83,3.0,20.1,flat,121.4,0.387,17,24.07
flood,25.88,0.0,327.7,mountainous,2046.5,0.028,19,31.92
wildfire,79.55,17.5,266.6,forested,323.6,0.618,18,135.78
flood,65.14,28.4,316.5,coastal,1511.3,0.374,8,118.0
flood,1.15,0.0,49.0,coastal,2943.3,0.488,21,1.15
wildfire,18.63,6.3,158.7,hilly,2093.9,0.98,23,19.22
flood,29.02,37.7,284.3,mountainous,167.7,0.075,23,60.21
wildfire,31.38,35.9,277.3,mountainous,414.8,0.695,22,55.54
wildfire,31.75,47.8,110.7,mountainous,1576.3,0.535,27,33.7
wildfire,13.54,0.0,232.3,flat,923.6,0.709,2,14.27
flood,11.11,0.0,170.4,forested,928.6,0.731,1,15.05
wildfire,23.25,0.0,197.0,urban,2482.6,0.688,19,23.25
flood,30.59,8.8,237.7,coastal,1465.2,0.891,13,32.08
wildfire,6.32,17.4,150.9,hilly,181.7,0.704,7,11.94
wildfire,97.72,30.8,313.5,urban,2063.9,0.653,23,122.06
flood,26.41,50.3,125.1,flat,1926.8,0.13,2,58.95
wildfire,65.98,12.4,175.7,coastal,1668.1,0.924,3,72.67
flood,39.7,23.1,0.9,urban,2929.1,0.004,24,60.37
wildfire,65.76,47.6,353.2,hilly,2716.0,0.873,14,87.27
flood,38.73,3.0,117.4,urban,1928.2,0.358,20,38.73
wildfire,84.29,34.7,0.4,flat,1521.2,0.86,15,175.57
flood,34.23,15.4,107.5,urban,1706.3,0.816,25,40.14
wildfire,30.11,50.5,358.5,hilly,1929.9,0.046,5,32.33
wildfire,9.02,27.4,183.0,urban,1594.1,0.751,28,10.71
wildfire,165.49,18.6,107.3,urban,1812.8,0.765,18,167.04
flood,60.46,42.3,190.7,hilly,2218.9,0.945,21,110.76
wildfire,95.26,45.3,152.9,urban,2513.7,0.061,20,95.26
wildfire,54.13,27.9,166.3,coastal,1686.3,0.815,8,75.83
flood,64.41,40.9,114.5,hilly,2572.7,0.352,8,116.31
flood,154.31,26.4,289.6,coastal,906.1,0.683,28,252.48
wildfire,65.78,26.6,346.5,coastal,832.9,0.522,9,113.88
flood,25.6,7.9,175.7,urban,933.4,0.37,4,33.86
wildfire,45.32,36.3,227.3,mountainous,2601.5,0.82,16,53.9
flood,15.03,30.2,127.7,forested,1605.2,0.358,2,37.87
wildfire,116.14,2.7,5.7,urban,1958.2,0.669,4,116.14
wildfire,44.3,20.3,253.3,flat,572.0,0.162,13,64.54
wildfire,29.5,23.2,234.6,flat,1532.0,0.362,25,46.8
wildfire,11.28,26.0,313.8,coastal,2426.8,0.801,16,12.64
flood,4.88,5.6,128.6,coastal,1243.4,0.864,19,5.67
flood,43.99,38.2,141.4,coastal,583.7,0.003,6,124.78
wildfire,44.45,27.5,85.3,urban,39.6,0.517,23,70.94
flood,2.85,29.3,203.6,forested,2504.1,0.341,13,6.21
flood,84.55,12.4,3.7,flat,2496.3,0.872,17,124.72
flood,5.39,26.1,95.5,coastal,178.6,0.005,10,10.85
wildfire,58.89,17.5,330.2,hilly,1530.4,0.503,11,65.38
flood,5.33,28.9,152.4,coastal,450.7,0.006,13,9.23
flood,3.05,10.1,26.4,hilly,2436.5,0.771,18,3.77
wildfire,45.28,28.2,207.0,hilly,958.4,0.221,16,63.58
wildfire,82.38,46.2,137.9,hilly,1807.5,0.866,19,124.0
wildfire,33.42,19.9,113.0,flat,202.5,0.723,29,61.97
flood,18.35,0.8,110.0,forested,1539.6,0.271,25,20.76
flood,59.36,12.9,265.7,coastal,750.1,0.141,10,67.86
flood,49.5,26.3,347.4,mountainous,2583.5,0.906,25,54.34
flood,1.25,31.5,161.4,urban,183.3,0.169,11,1.7
flood,59.72,29.5,358.6,hilly,195.8,0.254,19,95.64
flood,9.21,18.9,290.3,urban,1015.3,0.658,8,14.41
wildfire,98.16,38.8,260.7,urban,1033.4,0.389,6,145.24
flood,1.85,28.3,239.9,mountainous,536.0,0.619,17,2.53
wildfire,50.82,25.7,334.6,mountainous,407.6,0.569,18,84.77
flood,15.88,0.0,156.0,forested,2200.2,0.081,4,20.4
flood,9.93,29.4,217.8,hilly,1217.9,0.601,29,20.81
flood,52.14,29.5,78.0,mountainous,575.1,0.608,5,91.67
flood,63.69,32.0,180.7,forested,1216.6,0.263,2,163.61
wildfire,65.03,41.3,276.7,hilly,84.0,0.124,24,158.29
wildfire,34.71,26.5,95.7,urban,1321.7,0.129,24,42.04
flood,87.68,41.4,180.4,mountainous,2264.2,0.989,17,142.66
flood,29.46,7.7,35.3,forested,855.2,0.861,1,55.35
flood,2.45,33.7,219.9,urban,582.5,0.716,16,4.25
flood,17.84,27.8,332.9,coastal,2028.5,0.71,21,32.65
wildfire,137.16,21.0,196.3,coastal,756.7,0.399,12,159.55
flood,40.28,41.6,16.3,mountainous,2726.6,0.753,1,70.17
wildfire,76.73,33.0,99.3,urban,2757.2,0.865,20,88.26
flood,45.74,16.5,35.5,coastal,2528.2,0.02,20,65.54
flood,94.49,4.6,239.1,hilly,2405.1,0.604,12,94.49
wildfire,61.21,19.7,146.5,hilly,261.1,0.658,26,111.53
wildfire,60.92,5.7,216.5,hilly,1306.7,0.921,26,60.92
wildfire,75.9,31.4,108.7,flat,869.2,0.338,29,136.97
wildfire,34.71,21.6,34.7,flat,55.4,0.332,19,61.75
wildfire,4.77,28.0,343.1,flat,861.6,0.125,21,5.79
wildfire,16.83,10.6,133.7,flat,267.9,0.325,26,18.68
wildfire,73.17,20.3,52.2,urban,350.2,0.017,24,91.59
flood,19.51,25.0,196.2,flat,2255.1,0.653,29,29.47
flood,103.11,35.9,236.0,urban,1100.3,0.605,22,182.06
wildfire,8.38,14.0,152.8,flat,1492.9,0.457,8,8.38
flood,50.11,50.6,126.9,forested,1031.7,0.059,14,120.4
wildfire,3.63,9.8,147.5,coastal,2094.8,0.445,14,3.63
flood,60.74,0.7,238.1,coastal,928.4,0.909,1,61.51
flood,181.56,35.8,54.8,forested,1536.8,0.787,14,374.48
flood,1.48,17.1,300.7,forested,1604.3,0.74,7,2.54
flood,20.47,5.8,75.3,coastal,2419.8,0.839,6,24.17
wildfire,30.75,13.9,63.1,forested,2731.3,0.873,1,30.75
wildfire,15.76,6.4,130.0,mountainous,2536.3,0.012,16,15.76
flood,16.01,10.6,140.9,coastal,2922.0,0.548,13,22.26
flood,19.24,39.6,129.1,forested,1209.4,0.234,24,49.02
wildfire,73.98,38.7,172.4,forested,2521.9,0.396,13,75.82
wildfire,149.8,23.7,8.1,flat,364.7,0.225,26,270.05
wildfire,8.32,27.3,218.0,mountainous,2720.9,0.059,22,8.32
flood,63.98,32.3,121.6,urban,641.9,0.292,29,105.0
wildfire,59.73,33.8,194.9,coastal,2107.8,0.557,22,65.92
wildfire,86.01,38.5,149.9,mountainous,2174.3,0.506,2,86.01
flood,5.33,40.9,333.6,flat,2411.0,0.292,7,12.19
wildfire,13.65,30.0,46.6,forested,1527.6,0.521,13,19.15
flood,72.05,31.6,164.8,coastal,1287.4,0.282,21,135.08
wildfire,4.44,0.0,272.6,urban,2830.3,0.675,11,4.44
flood,213.82,31.4,235.1,hilly,151.9,0.337,28,568.16
flood,86.85,0.0,68.8,coastal,1107.1,0.929,4,114.08
wildfire,3.93,26.4,170.7,urban,1774.3,0.759,5,4.37
wildfire,7.42,33.9,331.2,urban,1488.7,0.546,18,8.96
wildfire,83.15,44.8,129.9,hilly,773.7,0.393,9,146.69
flood,55.09,27.2,96.3,urban,2673.3,0.766,8,69.83
flood,42.4,61.9,255.6,urban,2790.2,0.405,16,91.92
flood,17.67,29.3,310.5,urban,2198.6,0.232,6,30.05
wildfire,192.4,48.9,36.7,forested,2511.3,0.829,21,408.75
wildfire,16.03,21.0,337.7,forested,585.1,0.412,15,31.69
wildfire,64.25,17.2,225.1,urban,1046.9,0.049,9,68.54
flood,72.33,9.6,39.1,hilly,1831.8,0.14,19,80.72
flood,55.54,23.0,228.3,forested,256.7,0.43,15,117.32
wildfire,37.11,36.8,3.7,urban,1034.0,0.55,21,44.35
wildfire,24.66,21.0,13.7,coastal,934.5,0.99,21,47.17
wildfire,17.71,5.0,197.3,urban,2825.6,0.52,15,17.71
wildfire,61.72,6.9,56.3,mountainous,1537.1,0.955,19,64.45
wildfire,4.03,10.4,293.6,hilly,2272.1,0.616,7,4.03
wildfire,12.97,0.8,167.0,hilly,2033.1,0.561,20,12.97
wildfire,1.61,12.6,198.0,flat,1470.8,0.012,12,1.61
flood,51.36,0.8,271.4,mountainous,309.5,0.388,11,76.87
wildfire,29.88,29.6,125.7,mountainous,2479.4,0.297,6,29.88
flood,3.39,30.4,206.7,urban,405.9,0.258,27,4.63
flood,3.89,0.0,280.8,forested,1985.9,0.582,16,4.41
flood,49.08,3.0,244.0,coastal,2857.9,0.32,25,49.08
wildfire,40.31,25.8,77.3,hilly,1743.0,0.662,23,65.65
flood,100.95,3.0,189.2,mountainous,1240.4,0.54,2,145.12
wildfire,81.31,28.6,296.6,flat,2961.4,0.186,4,81.31
flood,28.05,22.1,333.8,mountainous,1542.1,0.446,21,45.69
flood,42.14,34.7,68.9,urban,518.4,0.851,1,57.42
wildfire,8.76,12.5,313.4,forested,1241.0,0.907,13,12.27
wildfire,42.28,22.5,150.1,coastal,2825.6,0.623,17,42.28
wildfire,34.25,55.5,44.0,mountainous,1791.4,0.839,7,45.19
wildfire,51.43,28.6,324.5,urban,2487.9,0.843,18,51.43
wildfire,8.86,33.0,331.3,flat,2684.2,0.597,8,10.34
wildfire,46.83,23.3,115.6,hilly,1996.9,0.519,24,49.36
wildfire,85.35,37.7,40.4,urban,2462.3,0.211,6,85.35
wildfire,10.39,25.9,115.2,mountainous,1779.9,0.718,8,11.04
flood,26.71,45.1,251.5,hilly,1017.1,0.496,5,53.34
flood,47.42,1.9,171.0,flat,511.1,0.616,18,74.78
wildfire,124.13,35.3,130.6,mountainous,2215.7,0.992,21,185.25
flood,27.18,33.9,139.4,coastal,2375.4,0.475,7,37.6
wildfire,99.92,15.5,268.7,urban,476.9,0.037,26,110.0
flood,8.32,39.0,88.0,mountainous,825.7,0.174,18,12.92
wildfire,73.94,0.2,58.3,forested,331.6,0.055,27,83.03
wildfire,22.91,0.0,270.3,flat,632.7,0.842,11,26.73
flood,19.68,29.2,190.6,mountainous,2293.8,0.895,17,19.68
wildfire,40.24,17.2,114.5,urban,2549.0,0.85,10,40.24
flood,5.6,49.3,281.4,coastal,1095.9,0.376,4,11.24
wildfire,140.71,20.3,100.0,urban,2009.7,0.989,18,203.74
flood,61.69,26.8,48.7,mountainous,2896.5,0.526,22,97.5
wildfire,28.86,48.9,144.4,hilly,2436.8,0.93,12,32.9
flood,96.17,47.1,270.2,coastal,420.6,0.915,28,243.55
flood,57.4,21.5,220.2,hilly,2957.6,0.298,20,77.52
wildfire,10.81,19.1,209.3,hilly,428.3,0.116,7,16.43
flood,40.26,26.6,205.9,flat,2045.4,0.673,2,85.35
flood,101.8,29.7,334.6,coastal,1052.4,0.328,14,218.2
wildfire,1.89,0.0,273.8,coastal,401.8,0.184,16,2.12
flood,65.62,32.6,309.1,mountainous,893.7,0.322,18,125.25
flood,93.63,10.4,92.9,forested,1004.5,0.207,9,179.45
wildfire,32.38,53.9,213.8,mountainous,1033.5,0.079,13,45.52
wildfire,158.34,14.6,227.5,urban,626.1,0.583,8,199.05
flood,155.39,26.3,344.3,flat,2833.2,0.258,8,197.82
flood,19.01,37.7,250.0,mountainous,172.9,0.537,20,41.62
flood,33.03,8.8,268.3,mountainous,743.7,0.387,6,38.56
flood,50.57,3.9,212.8,mountainous,2610.3,0.743,19,50.57
wildfire,42.34,17.2,118.9,urban,575.8,0.464,20,67.22
wildfire,46.2,41.5,333.9,coastal,35.9,0.801,1,136.23
flood,243.41,12.7,233.0,mountainous,1785.4,0.303,11,259.03
flood,95.86,46.6,313.9,hilly,1210.3,0.797,21,248.38
wildfire,4.05,3.7,136.2,urban,1810.3,0.129,2,4.05
wildfire,78.39,6.0,13.7,forested,1024.5,0.492,9,99.53
wildfire,74.27,30.5,353.8,coastal,1798.6,0.188,23,74.27
